17,4,70,35,0,0
17,5,78,34,0,0
14,8,78,40,0,0
19,3,61,45,0,0
12,3,75,55,0,1
17,0,70,44,0,0
12,1,61,34,0,0
20,4,63,35,0,0
19,5,68,52,0,1
12,8,68,61,1,1
16,2,76,56,0,0
14,8,63,61,1,1
15,4,70,42,0,0
13,4,50,42,0,0
15,6,72,53,0,0
9,10,64,56,1,1
13,3,61,32,0,0
14,7,68,40,0,0
19,1,69,40,0,0
17,2,67,41,0,0
20,0,61,38,0,0



